id,titulo,data_lancamento,popularidade,nota_media,votos,idioma,generos
"541671,Bailarina - Do Universo de John Wick,2025-06-04,763.892,7.346,777,en,""Ação, Thriller, Crime"""
"10191,Como Treinar o Seu Dragão,2010-03-18,52.773,7.848,13567,en,""Fantasia, Aventura, Animação, Família"""
"1289601,Vida Após a Luta,2024-06-07,52.4643,7.087,46,en,""Ação, Drama, Thriller"""
"170,Extermínio,2002-10-31,51.7541,7.234,7505,en,""Terror, Thriller, Ficção científica"""
1240475,缉恶,2024-07-18,50.9121,7.2,6,zh,Ação
"1315988,Mikaela,2025-01-31,50.731,6.3,56,es,""Ação, Thriller"""
"1017163,Força Bruta: Punição,2024-04-24,50.5611,7.009,164,ko,""Ação, Crime, Drama, Thriller, Comédia"""
"1022787,Elio,2025-06-18,50.4002,6.778,158,en,""Família, Comédia, Aventura, Animação, Ficção científica"""
"1379587,Um Lugar Chamado Utopia,2024-12-09,50.3536,5.641,46,en,""Mistério, Thriller, Ação, Ficção científica"""
1414272,Belyas,2025-02-07,50.2004,7.125,8,tl,Drama
"1011477,Karatê Kid: Lendas,2025-05-08,48.7173,6.839,183,en,""Ação, Aventura, Drama"""
"1137350,O Esquema Fenício,2025-05-23,48.6365,6.866,339,en,""Aventura, Comédia"""
"1022789,Divertida Mente 2,2024-06-11,45.9528,7.554,5960,en,""Animação, Aventura, Comédia, Família"""
"1232546,Until Dawn: Noite de Terror,2025-04-23,45.0327,6.59,775,en,""Terror, Mistério"""
"950396,Entre Montanhas,2025-02-13,43.9974,7.7,2779,en,""Romance, Ficção científica, Thriller"""
"82702,Como Treinar o seu Dragão 2,2014-06-05,42.416,7.677,9917,en,""Fantasia, Ação, Aventura, Animação, Comédia, Família"""
"1156593,Sua Culpa,2024-12-26,41.4698,7.132,1293,es,""Romance, Drama"""
"519182,Meu Malvado Favorito 4,2024-06-20,41.31,7.0,2836,en,""Família, Comédia, Animação, Ficção científica"""
"533535,Deadpool & Wolverine,2024-07-24,40.6867,7.589,7439,en,""Ação, Comédia, Ficção científica"""
"324544,Nas Terras Perdidas,2025-02-27,40.6432,6.527,527,en,""Ação, Fantasia, Aventura"""
"1317276,""Given, o filme: Ao Mar"",2024-09-20,40.5147,9.3,3,ja,""Animação, Romance"""
"762509,Mufasa: O Rei Leão,2024-12-18,40.4121,7.379,2239,en,""Aventura, Família, Animação"""
70410,A Mulher Pública,1984-06-16,40.2468,6.2,50,fr,Drama
"1156593,Sua Culpa,2024-12-26,41.4698,7.138,1291,es,""Romance, Drama"""
"1011985,Kung Fu Panda 4,2024-03-02,38.6366,7.058,3130,en,""Animação, Família, Ação, Comédia, Aventura, Fantasia"""
"533535,Deadpool & Wolverine,2024-07-24,40.6867,7.589,7439,en,""Ação, Comédia, Ficção científica"""
1152619,Possessões,2024-04-12,36.2214,5.3,33,en,Terror
"1317276,""Given, o filme: Ao Mar"",2024-09-20,40.5147,9.3,3,ja,""Animação, Romance"""
"762509,Mufasa: O Rei Leão,2024-12-18,40.4121,7.381,2234,en,""Aventura, Família, Animação"""
"617126,Quarteto Fantástico: Primeiros Passos,2025-07-23,39.753,0.0,0,en,""Ficção científica, Aventura"""
"1084440,Daniela Forever,2025-02-21,35.7381,7.75,4,en,""Ficção científica, Romance"""
744334,Хозяин,2023-11-09,37.9299,6.0,5,ru,Drama
259872,Des jours plus belles que la nuit,2009-10-10,38.7591,5.986,104,fr,Romance
1214667,Round 6: O Desafio – Making Of,2023-12-06,31.3421,7.824,168,en,Documentário
"1470086,Ligaw,2025-05-09,37.5014,10.0,1,tl,""Drama, Romance"""
"166428,Como Treinar o Seu Dragão 3,2019-01-03,37.6819,7.754,6691,en,""Animação, Família, Aventura"""
1365103,Marriage Unplugged,2024-10-28,30.72,8.0,2,en,
"385687,Velozes & Furiosos 10,2023-05-17,36.59,7.038,5944,en,""Ação, Crime, Thriller, Aventura, Mistério"""
"980477,Nezha: O Renascimento da Alma,2025-01-29,35.519,8.1,182,zh,""Animação, Fantasia, Aventura, Ação"""
"1184918,Robô Selvagem,2024-09-12,33.1219,8.3,5138,en,""Animação, Ficção científica, Família"""
"933260,A Substância,2024-09-07,34.5419,7.139,4806,en,""Drama, Terror, Ficção científica"""
1103678,Leurs Enfants après eux,2024-12-04,34.0707,6.411,96,fr,Drama
"823219,Flow,2024-08-29,31.7034,8.172,2090,lv,""Animação, Aventura, Fantasia, Família"""
